Country,Year,Total Energy Consumption (TWh),Per Capita Energy Use (kWh),Renewable Energy Share (%),Fossil Fuel Dependency (%),Industrial Energy Use (%),Household Energy Use (%),Carbon Emissions (Million Tons),Energy Price Index (USD/kWh)
UK,2007,2008.16,34367.79,76.68,69.24,41.24,31.38,2974.31,0.07
India,2023,3094.79,7578.38,21.44,75.77,26.92,10.11,625.31,0.32
China,2012,1404.53,33551.04,15.53,66.12,29.92,37.56,4578.87,0.19
Japan,2023,3891.37,32574.23,58.9,78.62,25.05,34.82,3723.18,0.28
Russia,2015,2116.12,40607.3,73.39,62.31,26.78,30.49,698.27,0.48
UK,2010,6475.58,7407.95,86.92,56.31,55.06,12.83,442.75,0.08
Canada,2005,9945.6,39282.27,5.58,58.53,39.21,34.75,3232.46,0.44
Japan,2002,218.89,49964.19,40.16,73.01,24.44,36.26,1740.44,0.09
Germany,2000,5455.11,42626.6,67.39,57.81,30.19,30.64,1629.29,0.34
Germany,2017,5779.3,37714.7,75.43,63.28,57.98,39.28,4207.96,0.2
USA,2004,9150.67,33277.19,10.29,25.12,40.37,12.79,1758.46,0.1
Russia,2012,5109.45,21378.18,62.85,73.89,40.63,31.26,3179.3,0.39
India,2009,5482.64,36659.76,29.56,41.3,41.03,25.74,2708.52,0.36
Canada,2004,4769.36,36346.81,11.34,21.27,24.46,14.37,1351.69,0.34
China,2013,2762.15,31759.16,46.57,65.99,58.81,29.75,1691.62,0.48
China,2016,654.69,39915.78,18.44,34.95,23.38,33.99,4718.8,0.06
Canada,2000,4145.71,22713.81,67.65,22.89,48.0,14.94,1690.3,0.25
Australia,2024,620.66,6502.01,68.01,27.94,22.31,33.8,3930.82,0.3
India,2001,5549.88,28173.85,76.58,12.45,37.74,12.79,4313.31,0.21
Japan,2006,3142.21,13619.65,37.09,16.34,55.99,27.74,401.64,0.35
UK,2009,5382.66,19529.44,6.13,51.48,50.74,33.95,3332.37,0.45
Australia,2019,1429.54,1362.04,27.08,70.64,33.39,14.38,3758.84,0.36
UK,2006,9333.04,19448.13,44.76,41.4,42.05,27.15,2198.41,0.31
UK,2023,8955.76,40535.65,63.99,53.82,26.61,22.75,2868.16,0.38
Australia,2015,1980.97,27364.76,37.47,66.68,58.24,28.22,850.94,0.1
USA,2004,3500.1,985.13,50.56,34.97,48.35,22.73,1626.56,0.33
Germany,2011,6173.58,23757.27,49.56,55.8,34.97,17.53,3552.95,0.23
UK,2016,1047.29,14926.86,19.02,34.53,32.72,17.61,3032.73,0.19
Australia,2015,3610.22,24138.76,57.96,54.99,29.55,35.94,725.11,0.28
Australia,2019,2586.01,20532.29,42.34,25.23,51.46,14.69,4940.84,0.41
Brazil,2015,9163.62,46632.97,73.67,78.45,37.38,13.69,4692.06,0.24
USA,2018,8539.86,2538.28,63.7,15.33,33.21,12.91,1159.38,0.37
Russia,2014,5840.34,34337.61,14.47,45.37,56.21,12.22,4381.85,0.32
Brazil,2011,5251.43,42625.82,46.54,30.04,26.01,10.43,1372.49,0.46
Brazil,2020,9314.19,47982.31,64.71,52.06,30.55,14.81,2840.51,0.25
Canada,2009,9331.04,9292.99,12.4,39.98,33.79,15.78,3921.15,0.42
Germany,2021,9696.37,26799.59,72.36,31.47,30.39,18.09,1753.2,0.43
Australia,2001,1341.25,2657.68,23.87,27.5,43.42,13.72,2797.98,0.26
Germany,2006,1689.52,25209.58,47.76,22.77,44.04,12.82,2279.25,0.27
India,2012,6799.69,6710.18,84.95,64.8,22.19,26.24,3812.98,0.2
Canada,2002,5460.2,41975.89,53.56,25.55,25.78,31.56,2419.44,0.27
Russia,2014,282.81,6136.57,41.04,64.15,27.94,28.91,2856.21,0.16
Germany,2000,713.55,25907.77,5.58,43.95,22.81,26.7,4235.51,0.44
China,2002,8892.0,26294.26,16.34,15.06,24.99,23.22,3508.3,0.16
UK,2024,8701.82,48596.7,54.19,21.58,29.59,29.02,2661.14,0.17
India,2009,3636.98,32921.54,46.98,72.5,33.82,37.06,2333.39,0.45
USA,2014,8921.4,14748.09,35.93,52.2,51.65,28.82,677.49,0.29
Russia,2021,5977.38,12419.57,83.47,22.9,28.72,11.83,329.01,0.1
India,2005,8078.47,6848.29,33.26,59.26,46.8,27.11,4766.24,0.21
UK,2019,4331.57,37947.48,50.66,67.63,22.32,25.73,973.31,0.37
Canada,2014,1222.64,34692.45,53.34,33.15,46.33,23.56,1420.51,0.23
UK,2023,4393.9,30688.92,49.83,48.96,51.79,27.06,3074.2,0.24
Brazil,2020,4627.27,2521.6,45.59,30.54,44.19,30.18,4148.23,0.27
UK,2006,5554.35,38260.03,33.65,15.6,28.06,11.12,4174.05,0.15
Brazil,2024,1145.27,32273.44,82.24,37.97,33.22,24.41,4156.75,0.24
Canada,2020,9914.88,48212.5,43.32,62.6,52.21,34.52,4891.54,0.15
Japan,2004,2516.95,29566.51,49.92,42.11,37.28,25.92,325.73,0.21
Brazil,2003,2065.67,15545.62,60.8,38.37,30.21,12.04,2029.25,0.29
USA,2021,5315.35,19385.27,10.75,35.62,57.31,33.25,4572.26,0.36
UK,2017,5418.36,9204.11,71.41,42.12,45.49,38.24,2363.32,0.34
UK,2002,4454.23,36284.25,48.56,32.28,52.23,35.56,4362.92,0.31
USA,2016,7741.73,35532.22,60.86,52.85,20.98,20.88,137.4,0.32
China,2017,5214.88,10432.18,70.62,14.45,33.57,26.04,2546.62,0.28
Australia,2017,6135.99,8345.22,79.3,66.52,38.36,27.74,4616.14,0.33
Japan,2023,7265.09,4311.74,38.34,22.12,43.5,31.47,1343.35,0.22
Russia,2023,347.75,45642.8,73.97,54.34,27.6,29.98,4651.81,0.45
Brazil,2001,5749.38,12036.96,27.0,41.49,39.92,15.97,91.96,0.32
USA,2012,8853.53,17536.09,61.13,64.14,47.43,35.29,440.69,0.47
Canada,2021,272.15,14384.97,13.73,67.83,33.84,35.48,2410.28,0.23
Brazil,2014,4111.3,20974.42,6.7,24.29,47.66,22.13,576.58,0.23
Australia,2004,9269.65,35845.42,13.14,57.4,35.59,13.93,1166.71,0.48
Canada,2002,3596.23,43594.48,32.15,23.29,38.78,28.26,1522.75,0.38
India,2004,4641.42,9538.64,7.64,18.68,25.37,20.72,2433.41,0.28
UK,2004,9817.26,34477.41,58.59,75.12,46.05,32.24,1983.04,0.37
India,2004,2073.31,17951.83,31.91,21.51,28.97,19.47,4614.63,0.23
Brazil,2002,746.03,49036.09,67.59,25.97,53.15,17.89,4435.77,0.39
Australia,2002,8608.28,15296.5,8.9,19.12,42.14,36.03,3752.95,0.14
Japan,2019,8697.81,856.05,23.42,42.92,42.41,28.47,3313.58,0.48
Brazil,2022,4773.57,26024.18,39.68,74.37,56.5,12.58,1061.49,0.26
USA,2017,5190.65,7961.19,37.53,28.48,26.7,30.68,3029.04,0.09
Germany,2019,8374.48,2702.47,16.13,47.93,41.21,32.58,777.96,0.43
Brazil,2003,7411.74,35064.33,89.5,38.8,35.29,17.06,2290.96,0.45
UK,2000,2724.98,36746.83,29.18,33.52,58.65,39.03,2334.54,0.38
UK,2015,267.24,23304.6,66.29,50.05,51.71,21.19,3464.06,0.33
Brazil,2007,4849.03,34005.83,23.7,49.12,50.3,38.22,4183.88,0.47
Canada,2016,8603.23,27142.85,79.62,35.16,28.16,18.81,1636.49,0.33
Germany,2007,8968.76,31675.15,37.96,69.54,29.49,28.28,253.85,0.41
USA,2006,9566.64,30036.85,81.58,13.72,21.17,25.53,282.5,0.26
Brazil,2024,8807.68,33458.23,34.06,15.97,45.54,39.76,4380.38,0.38
Canada,2007,5842.43,10381.72,5.73,79.35,34.83,22.25,2457.31,0.5
UK,2020,4501.6,13800.98,48.95,62.34,32.48,15.38,1277.66,0.22
UK,2023,7771.01,22278.18,49.61,66.28,45.48,35.0,209.82,0.37
Australia,2011,7424.23,22583.34,15.19,52.19,53.15,11.26,2667.38,0.12
Brazil,2015,5427.62,38833.38,24.97,39.39,25.32,36.55,728.62,0.34
Germany,2011,964.54,18685.99,71.6,54.05,56.75,13.32,2114.29,0.2
China,2018,9268.21,8544.01,8.12,16.48,21.37,27.16,2604.58,0.44
Germany,2009,4610.47,12947.57,46.61,63.04,23.8,31.4,1184.54,0.21
UK,2006,3697.0,11129.31,50.08,47.85,53.53,20.09,1034.24,0.25
UK,2011,6332.72,36717.17,63.54,76.97,39.71,35.34,148.05,0.49
India,2019,6771.0,23781.81,8.18,54.62,57.57,27.81,2948.33,0.15
UK,2004,2185.81,35577.22,54.78,20.62,38.47,21.85,1042.18,0.3
USA,2015,8385.69,21102.87,5.26,43.43,57.04,19.76,4397.23,0.44
Russia,2008,2970.38,44541.91,27.54,14.05,29.59,13.36,3038.69,0.19
Brazil,2006,1948.17,49184.26,47.47,62.18,44.66,29.21,2804.25,0.06
Germany,2019,4123.36,33657.2,82.46,45.13,59.78,20.92,2548.19,0.45
Russia,2021,7332.54,43258.72,15.76,35.88,35.04,19.62,1115.78,0.33
Canada,2013,9658.04,25642.7,19.39,77.8,20.06,38.5,4848.58,0.15
China,2010,8111.88,46763.73,61.89,75.84,22.56,18.18,4836.87,0.17
USA,2006,9409.45,41663.53,36.86,76.7,54.36,36.3,1640.3,0.41
Germany,2009,1492.0,49593.04,57.99,25.47,39.68,39.25,3892.27,0.34
Russia,2008,804.65,31343.14,89.78,61.0,41.47,34.68,640.27,0.38
China,2003,5621.28,39070.73,88.88,76.18,51.98,10.59,3913.62,0.31
India,2015,2973.95,27371.97,35.07,49.96,52.46,36.06,1467.34,0.41
USA,2009,8297.74,13326.45,47.83,24.99,39.1,16.4,1481.22,0.42
USA,2018,6752.68,18060.38,81.9,67.25,54.32,20.6,2560.8,0.22
India,2023,9710.21,44753.27,12.83,71.59,38.74,39.75,1992.03,0.46
Brazil,2016,2622.44,3269.42,43.45,59.23,47.0,22.15,633.26,0.28
India,2008,4909.26,29778.25,37.09,30.55,21.33,29.65,2985.73,0.12
USA,2012,5062.28,18937.96,30.07,23.35,25.52,19.32,1108.53,0.15
USA,2000,2467.85,19641.28,89.51,53.7,54.06,21.08,2250.17,0.38
Russia,2001,5941.92,44286.27,67.35,43.8,32.52,27.93,1193.5,0.22
UK,2012,4488.53,42764.21,38.04,56.81,33.39,38.45,4295.05,0.17
China,2023,4522.54,30142.7,75.47,17.82,46.52,18.47,1723.21,0.32
India,2008,3691.09,14009.48,46.62,19.51,43.7,17.42,4443.08,0.4
China,2006,267.6,24035.09,79.19,35.4,23.29,10.79,1664.18,0.1
India,2015,5268.74,20710.52,27.64,28.11,50.63,16.06,938.51,0.25
Canada,2018,3418.95,18004.09,24.01,53.35,44.69,17.87,2904.34,0.4
USA,2006,113.07,5587.89,26.02,35.73,54.21,11.89,2797.93,0.46
UK,2005,3148.64,27384.14,50.77,57.88,41.42,26.91,3113.62,0.06
Russia,2017,2858.42,15440.65,29.76,63.82,36.57,13.8,1545.59,0.35
UK,2018,3995.14,33209.99,17.51,23.1,34.85,25.33,1633.85,0.32
UK,2010,1405.33,16300.59,89.54,74.39,20.18,15.67,1225.28,0.28
UK,2011,5126.07,21842.59,81.54,65.1,21.59,38.07,4645.58,0.12
China,2009,6955.16,3091.84,58.98,53.87,25.25,19.21,3430.63,0.38
India,2012,6338.84,49630.63,80.78,73.63,57.18,12.79,3793.47,0.23
Japan,2011,8057.17,25626.71,84.51,28.61,55.23,35.08,1011.11,0.16
Canada,2020,4574.88,1699.76,62.47,39.52,39.89,22.06,3324.81,0.43
Germany,2009,5239.01,27290.92,49.09,16.01,27.21,34.6,3825.19,0.19
UK,2019,8122.98,43582.52,79.97,41.93,25.84,19.37,1745.16,0.14
Brazil,2017,4334.24,38741.33,53.26,45.45,30.25,25.0,830.58,0.19
China,2003,7045.83,35194.88,15.78,53.12,56.35,23.36,3500.17,0.13
Russia,2023,4402.56,7403.5,36.18,14.48,40.86,26.74,3075.16,0.4
Germany,2004,4235.59,33057.99,42.9,12.27,52.16,22.05,2899.31,0.13
Japan,2004,7626.04,38431.77,84.51,39.39,40.27,24.9,953.7,0.37
Brazil,2011,1830.89,28834.74,61.03,23.24,44.38,30.38,1349.34,0.12
Japan,2002,3452.0,44691.08,79.4,63.12,44.4,22.44,3143.18,0.15
Germany,2007,2319.31,14210.99,69.4,56.81,21.25,30.53,3087.25,0.2
UK,2021,3655.19,12486.16,31.34,32.81,37.81,31.43,2795.88,0.48
Brazil,2001,2380.71,43543.7,66.09,13.2,54.56,32.47,3852.29,0.46
Japan,2017,5836.12,31457.21,21.6,22.77,39.56,24.13,4082.55,0.09
Russia,2008,8001.89,571.64,39.69,58.42,37.41,10.11,1418.74,0.2
India,2012,7887.47,17980.0,73.52,79.31,41.06,32.61,830.16,0.21
USA,2006,3708.56,42963.87,57.01,32.85,35.23,37.27,1045.78,0.15
India,2009,9888.73,1852.32,75.16,66.14,40.62,29.58,1442.48,0.25
Germany,2008,5979.16,660.77,26.65,70.7,25.41,25.74,4741.36,0.39
China,2021,4054.06,14422.33,68.73,13.37,58.72,26.79,728.95,0.09
USA,2014,8371.84,45743.0,22.2,74.14,21.37,29.22,4399.87,0.35
Canada,2004,7325.75,45123.14,51.35,42.63,39.33,39.96,1056.72,0.17
Russia,2011,7517.83,26178.72,41.85,77.5,28.4,11.86,1774.81,0.34
Canada,2000,2041.78,27885.23,52.3,47.7,22.33,10.64,673.07,0.36
Brazil,2011,4736.41,16934.4,16.52,26.46,46.07,38.93,561.63,0.38
USA,2021,8632.1,12564.96,35.7,78.23,59.41,23.21,520.96,0.44
Canada,2005,5089.98,40853.48,61.69,27.03,49.98,28.37,1746.66,0.45
Canada,2018,6866.18,5761.6,52.48,71.77,30.16,32.6,2642.28,0.39
Japan,2018,5920.54,24624.04,51.66,22.12,39.74,32.26,1044.0,0.27
India,2015,8439.33,31902.66,48.42,57.23,21.99,29.42,4666.74,0.07
Japan,2018,2917.15,5632.17,85.23,38.79,41.27,24.16,2952.77,0.47
USA,2002,5797.21,26220.55,84.44,78.04,23.98,27.28,4431.07,0.32
USA,2022,1320.02,29087.3,35.61,22.93,51.78,31.89,786.65,0.29
Germany,2009,6933.09,37253.55,34.91,38.62,22.27,35.52,760.3,0.16
Japan,2017,7346.48,12124.38,52.17,54.78,20.37,13.82,4241.43,0.36
Australia,2012,524.09,15019.71,13.13,78.43,54.46,18.34,2861.51,0.5
India,2017,6790.33,28691.3,30.76,31.27,57.7,21.93,4696.0,0.2
USA,2002,4205.43,49164.76,24.62,37.78,23.46,29.96,777.14,0.41
Germany,2022,1328.56,11265.91,23.99,42.33,31.16,21.87,178.79,0.18
Japan,2002,4257.08,49302.24,59.27,27.69,49.67,17.17,4586.97,0.27
India,2022,2022.91,35859.96,37.67,67.21,41.59,10.99,3509.24,0.15
Japan,2024,4214.04,41391.06,19.55,16.44,57.97,35.28,4045.48,0.28
Canada,2011,3904.96,4937.24,80.44,59.34,35.57,22.57,1515.27,0.26
Germany,2019,7410.08,15370.8,79.3,47.38,20.13,19.88,65.18,0.07
India,2006,7764.73,3357.95,78.31,26.93,20.79,25.92,2440.26,0.22
UK,2024,6109.58,18891.58,38.21,44.5,42.59,13.69,4950.55,0.08
Brazil,2023,324.6,49073.84,9.84,68.1,50.08,21.92,4542.31,0.25
Brazil,2007,9317.12,5711.02,14.07,41.18,51.62,32.55,406.51,0.49
India,2008,6893.71,28337.45,28.46,18.53,56.46,32.08,979.53,0.18
Japan,2013,438.53,800.5,23.7,12.86,29.16,33.16,1590.58,0.28
Germany,2004,8206.45,35777.8,79.29,64.45,49.54,24.02,4160.48,0.11
Brazil,2020,2082.63,10261.04,88.84,33.13,53.08,21.07,4132.34,0.12
Germany,2018,5834.29,6914.43,74.42,75.19,53.45,34.94,965.77,0.21
Brazil,2020,4719.68,17182.38,67.04,53.2,36.46,15.2,2688.75,0.27
Canada,2015,4256.4,38666.69,55.03,40.54,45.04,31.75,2533.88,0.37
Japan,2023,8908.17,5777.35,70.44,49.51,42.06,36.64,2100.69,0.26
Canada,2011,4429.88,11877.03,85.5,42.0,43.9,18.58,2702.81,0.06
Brazil,2020,845.91,918.99,56.11,73.41,31.28,15.93,1499.3,0.17
UK,2003,9471.72,48436.54,18.14,42.06,47.33,25.38,2681.17,0.06
UK,2007,9213.3,29811.21,18.93,17.28,48.4,16.49,3443.76,0.46
Canada,2006,6875.88,36135.03,54.63,51.8,27.84,36.12,359.39,0.06
UK,2014,4732.14,32743.47,33.34,53.61,37.75,17.33,4838.16,0.07
Brazil,2005,1019.31,7646.05,82.37,63.57,36.88,19.42,868.25,0.18
India,2004,7928.41,29949.53,56.99,75.33,49.96,36.65,1833.48,0.33
Canada,2013,847.23,7005.07,62.5,41.02,46.66,16.17,2379.61,0.21
China,2020,779.15,20361.2,5.49,34.65,39.05,36.54,252.87,0.08
Japan,2012,5420.1,28663.68,47.4,44.35,46.1,16.29,2764.39,0.43
UK,2009,1685.27,28164.62,41.65,73.01,30.51,37.35,4356.37,0.37
UK,2017,176.53,6394.13,65.0,78.6,29.29,19.53,4510.04,0.23
USA,2003,4288.82,2204.58,37.52,77.99,29.6,17.39,1664.65,0.35
Australia,2007,1458.45,40012.6,88.01,26.08,21.18,24.32,2816.04,0.17
Canada,2023,1689.1,36433.16,61.97,44.78,47.64,21.08,3895.15,0.29
Russia,2010,861.42,4550.04,61.09,28.16,59.43,16.05,1301.59,0.45
UK,2016,2130.43,6807.07,83.14,35.76,32.36,20.15,2665.94,0.1
Japan,2017,7183.29,44682.9,89.59,12.22,57.19,31.4,1865.27,0.43
China,2020,8108.38,38571.88,21.81,21.24,44.26,34.96,1921.97,0.4
UK,2024,4580.08,49809.93,73.9,37.8,29.0,34.62,515.98,0.48
China,2010,5114.88,13072.38,18.8,35.53,20.47,32.7,2064.1,0.28
Brazil,2015,423.28,24646.25,43.85,29.52,48.95,10.16,846.35,0.17
Brazil,2011,786.23,12204.75,13.52,26.12,47.86,22.8,1541.29,0.21
Australia,2012,2649.92,31328.61,57.99,62.43,29.17,15.07,1684.89,0.34
India,2015,5484.59,6213.0,44.82,30.62,33.31,12.2,2181.47,0.11
Russia,2022,7421.56,6798.54,58.44,59.46,55.92,32.08,4588.72,0.21
USA,2020,6089.53,4058.45,62.63,35.8,26.29,33.8,3173.44,0.38
Australia,2000,3982.07,34832.51,57.65,66.14,53.42,34.44,4873.59,0.31
Germany,2015,1271.41,24956.59,29.99,21.71,26.77,36.71,2973.73,0.08
USA,2014,7829.66,31077.7,76.14,21.03,39.27,27.7,4037.18,0.27
Canada,2005,3701.48,44025.4,51.89,57.58,39.96,39.94,4179.05,0.29
Japan,2011,7386.93,37146.26,46.64,74.04,38.88,24.51,3708.07,0.37
Germany,2007,5178.49,23355.28,88.9,20.01,31.52,36.5,3366.08,0.05
Germany,2006,7412.75,49225.62,29.1,15.16,30.13,13.39,2118.68,0.24
Australia,2001,9082.17,23084.68,49.88,75.42,49.33,14.47,2858.02,0.45
India,2011,9218.19,6066.31,63.0,18.21,31.03,27.71,1008.9,0.06
Australia,2020,5397.56,49636.41,15.64,27.53,44.4,13.72,3110.32,0.35
Canada,2013,5163.93,1629.63,35.11,75.06,53.87,12.26,2595.77,0.15
UK,2015,2730.22,27719.24,73.14,66.2,53.48,15.88,4031.41,0.22
UK,2010,9364.42,15800.23,25.12,33.99,26.69,33.63,4517.59,0.45
India,2019,4633.4,25425.83,46.93,76.82,46.19,37.82,707.33,0.21
Canada,2008,1363.15,28156.29,58.6,49.76,44.09,20.0,3469.99,0.3
India,2009,4383.78,12384.75,62.05,15.06,31.28,39.24,4752.73,0.09
China,2016,1357.83,28064.51,66.91,59.21,35.66,34.29,4593.51,0.2
UK,2011,5075.06,37925.03,78.61,47.61,31.4,16.78,4180.41,0.11
Germany,2005,5656.63,13692.24,38.39,50.08,41.48,27.58,289.29,0.3
Russia,2018,3443.78,19479.59,65.06,79.59,52.15,39.45,1299.8,0.26
Japan,2010,809.34,13778.01,67.23,20.68,55.1,35.46,784.03,0.17
Canada,2008,9440.69,41117.71,30.52,55.98,48.91,20.9,4638.33,0.5
USA,2020,7756.2,36386.62,87.29,42.11,39.34,19.19,3757.0,0.12
India,2005,8404.92,43624.22,78.54,29.03,58.32,34.58,2682.33,0.42
Japan,2024,3732.0,8917.47,29.64,58.55,42.56,26.47,4898.03,0.07
USA,2024,7632.23,4142.19,62.38,56.77,39.14,14.9,1013.86,0.43
Japan,2023,4905.19,6409.48,66.01,69.95,54.27,19.83,3225.78,0.26
Russia,2024,2090.73,8470.41,41.68,71.52,27.38,29.85,3066.44,0.42
USA,2015,1331.79,26887.59,78.42,49.33,26.32,14.59,1735.25,0.39
Australia,2019,3516.0,48560.15,63.67,32.79,51.3,30.96,2452.63,0.31
Brazil,2015,1461.77,18183.15,60.94,47.07,54.82,31.3,1215.16,0.22
Australia,2005,9982.86,47946.16,23.77,35.15,22.91,18.12,3401.72,0.35
UK,2004,586.97,2390.94,39.67,29.41,50.56,21.94,2120.29,0.42
Brazil,2020,4467.32,46380.17,41.88,48.61,36.98,38.06,166.57,0.28
Australia,2003,4575.73,9467.05,67.36,56.06,48.15,32.48,4756.39,0.24
Brazil,2001,3076.26,45667.51,57.56,51.34,25.4,33.63,2532.02,0.11
Brazil,2005,5756.38,3283.26,12.3,76.81,58.92,25.49,3542.89,0.45
Germany,2008,1584.77,47436.86,31.15,30.9,55.25,16.39,1024.8,0.17
India,2016,7860.73,10439.51,45.21,36.06,36.24,27.74,679.79,0.11
India,2013,3391.23,15484.35,67.62,56.73,55.73,33.16,4516.99,0.08
Germany,2006,5954.29,24801.65,68.2,52.03,55.8,10.12,2975.12,0.39
Japan,2021,7184.83,19345.68,46.7,10.13,38.45,13.41,2492.09,0.35
China,2018,8901.52,33542.63,14.94,31.86,57.88,24.23,2629.69,0.1
Japan,2000,8374.3,48752.98,29.9,27.76,59.07,23.12,1219.2,0.29
USA,2019,6122.26,30518.11,26.65,68.79,28.69,39.47,4567.8,0.12
USA,2024,3945.09,36213.53,71.39,70.64,22.67,12.76,1110.49,0.22
Brazil,2014,5081.73,4856.26,20.3,29.87,33.25,19.71,832.13,0.4
Australia,2017,7710.47,31576.72,44.52,17.14,39.55,34.45,4653.73,0.15
Australia,2002,8787.7,22965.56,62.01,24.36,23.71,28.37,1324.99,0.06
India,2017,1127.44,44346.23,87.01,22.36,25.63,26.85,4319.3,0.14
Canada,2001,3910.08,19716.45,89.94,26.62,58.87,32.24,3873.94,0.23
Japan,2009,7783.55,34132.98,86.0,26.43,49.49,11.2,1940.62,0.16
UK,2010,4373.35,11793.61,66.05,43.59,55.0,38.42,1307.31,0.38
Russia,2023,3389.05,13338.94,68.45,32.37,58.85,15.74,3806.99,0.41
Australia,2002,4172.09,19118.06,69.53,49.19,35.13,12.46,3008.11,0.16
Russia,2006,6068.16,15551.15,78.32,34.09,47.51,20.17,1307.5,0.17
Brazil,2007,9998.07,13067.0,85.9,67.03,27.36,31.07,4459.85,0.3
Russia,2018,4980.63,2958.6,42.89,76.56,42.07,16.94,3618.86,0.39
UK,2017,2164.1,41918.94,40.4,38.27,28.4,11.5,4550.93,0.48
Germany,2012,1712.18,3682.93,44.14,13.46,26.42,11.72,2215.48,0.19
UK,2012,519.26,44424.59,61.08,26.77,23.94,17.7,684.59,0.46
Russia,2023,5632.29,6710.54,70.91,17.13,43.19,14.06,4624.17,0.13
UK,2018,5491.26,3730.46,79.0,34.13,57.99,21.17,3027.06,0.07
China,2022,2131.82,28368.74,43.78,55.16,24.89,15.19,3049.99,0.41
Brazil,2011,6983.76,25370.87,35.89,46.32,40.09,20.33,2942.11,0.27
Japan,2016,7436.96,24816.11,88.58,27.0,47.48,23.33,2388.35,0.08
Germany,2021,2665.07,28937.96,24.71,63.71,39.83,32.28,1312.46,0.08
Australia,2011,3506.59,14709.3,23.87,19.2,56.47,16.82,3084.46,0.06
USA,2012,9905.67,33315.99,65.81,25.97,26.65,24.25,3607.08,0.19
Japan,2024,3805.22,25368.91,20.27,57.32,20.97,34.46,4586.89,0.38
USA,2011,7631.94,17069.8,38.95,23.81,35.32,39.59,407.13,0.35
Brazil,2018,4581.98,41411.78,29.85,57.51,42.22,26.72,1310.81,0.5
Germany,2013,7954.11,36522.19,19.34,78.39,30.18,22.97,3894.59,0.32
India,2006,7713.33,19983.71,54.28,68.19,26.74,28.95,3887.0,0.1
Australia,2012,6710.78,42457.08,36.75,21.2,52.19,24.59,1099.57,0.49
China,2005,8562.31,46052.78,44.29,46.43,27.54,14.94,964.35,0.36
India,2023,9398.26,27074.88,21.65,39.56,37.71,23.78,1867.34,0.22
Brazil,2018,5841.83,11140.15,70.27,79.42,58.18,39.37,361.43,0.16
Japan,2018,2450.94,45831.71,31.75,77.51,44.51,29.21,3665.29,0.15
China,2003,4046.43,9879.24,34.13,18.9,39.91,18.5,3365.55,0.48
UK,2018,7607.23,2896.95,26.43,73.61,34.41,38.41,4300.69,0.24
Russia,2008,6543.75,16710.61,41.92,23.54,40.82,21.66,2178.74,0.27
China,2015,1860.2,36484.83,44.4,32.36,49.37,21.7,3201.84,0.43
Brazil,2003,607.27,46202.07,50.02,34.74,52.9,28.5,4772.05,0.48
Canada,2005,6861.32,32045.64,87.24,30.08,45.99,27.07,4796.07,0.05
Russia,2007,2585.68,47616.01,81.9,69.73,51.61,18.71,401.83,0.5
USA,2023,5046.74,5072.36,56.8,33.1,23.54,24.01,59.33,0.08
Australia,2015,7492.79,3507.31,8.31,67.17,20.57,19.98,4801.92,0.43
USA,2004,5670.4,30407.5,57.04,79.61,49.38,32.13,2699.82,0.48
China,2020,924.7,48322.76,12.62,68.85,30.47,13.68,3516.98,0.3
USA,2021,1937.24,25384.7,65.38,34.23,55.11,32.51,4567.36,0.3
Brazil,2009,2271.35,3050.0,38.16,59.79,41.43,14.84,2194.12,0.35
UK,2022,2652.86,11450.32,76.2,47.37,39.14,19.18,2231.23,0.21
Japan,2012,5697.49,12617.25,85.11,65.06,50.91,20.0,876.56,0.12
Australia,2013,5089.26,17223.93,40.45,20.72,49.64,39.71,4533.85,0.08
USA,2006,2111.28,2658.37,44.15,54.67,48.17,27.69,3255.98,0.45
USA,2019,768.79,45292.19,55.16,64.16,47.6,33.33,942.33,0.3
China,2005,1797.18,26020.42,21.76,63.29,40.62,26.66,2820.97,0.36
Japan,2006,9845.37,33711.07,83.82,77.45,57.06,39.49,1674.41,0.2
India,2004,4738.61,3825.06,41.8,14.09,55.63,15.32,778.55,0.41
USA,2020,8686.72,3178.72,19.18,34.2,33.18,28.15,950.25,0.21
Brazil,2017,8502.65,29530.15,69.83,43.36,52.19,33.92,2818.32,0.06
Canada,2022,5164.04,44421.15,23.63,31.68,55.64,28.86,2843.71,0.2
Australia,2011,7096.21,26659.86,17.2,31.69,44.73,36.91,3960.21,0.43
USA,2005,2008.24,43952.05,52.84,22.33,42.22,28.02,1277.52,0.44
Brazil,2000,6915.13,40644.07,62.08,66.91,46.88,34.79,4583.38,0.47
Brazil,2003,2796.61,4254.76,53.41,73.56,26.52,15.27,2617.13,0.27
Australia,2018,8337.41,10496.89,60.8,15.76,23.49,17.86,1060.65,0.48
India,2011,928.87,33056.68,14.82,20.84,52.81,23.32,2095.74,0.27
Brazil,2014,7754.07,22453.32,45.46,25.99,42.93,35.55,4620.63,0.12
Canada,2002,1089.38,14889.64,35.35,45.63,24.9,22.8,2416.87,0.28
Brazil,2022,8823.77,21222.38,87.74,65.38,36.65,28.82,4379.84,0.44
Brazil,2019,3111.62,22537.38,9.22,15.0,31.93,21.87,841.17,0.4
Brazil,2007,6578.49,45572.34,30.36,54.58,55.02,34.17,4574.09,0.25
UK,2010,4926.27,5621.19,85.06,20.45,40.29,16.01,2181.56,0.15
UK,2015,3726.4,14346.67,88.6,78.0,43.1,27.81,4683.83,0.31
